STATEFP,COUNTYFP,county_fips,state,BUYER_DEA_NO,pharmacy,address,pills,link,BUYER_STATE,BUYER_COUNTY
1,59,1059,AL,BM2917257,MEDICAL CENTER PHARMACY,609 GANDY ST NE  RUSSELLVILLE  AL 35653,341250,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BM2917257.csv,AL,FRANKLIN
1,69,1069,AL,BJ9084675,JACKS DRUGS DOTHAN,1909 HONEYSUCKLE RD SOUTHWIND MEDICAL PARK  DOTHAN  AL 36305,5506320,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BJ9084675.csv,AL,HOUSTON
1,69,1069,AL,BP9909637,PMO PHARMACY MANAGEMENT DOTHAN,3119 WESLEY  WAY SUITE 6  DOTHAN  AL 36305,12860,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BP9909637.csv,AL,HOUSTON
1,69,1069,AL,AB6315801,BOWEN PHARMACY,1906 FAIRVIEW AVE  DOTHAN  AL 36301,1912720,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AB6315801.csv,AL,HOUSTON
1,69,1069,AL,AC5557321,CIRCLE PHARMACY,2021 ALEXANDER DR  DOTHAN  AL 36301,1510710,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AC5557321.csv,AL,HOUSTON
1,69,1069,AL,FP2246088,PUBLIX ALABAMA,1620 ROSS CLARK CIRCLE  DOTHAN  AL 36301,176000,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FP2246088.csv,AL,HOUSTON
1,69,1069,AL,BS3863140,SCOTT PHARMACUTICAL SERVICES,2019 ALEXANDER DRIVE SUITE 2  DOTHAN  AL 36301,167020,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BS3863140.csv,AL,HOUSTON
1,69,1069,AL,FS1137149,SOUTHEAST ALABAMA MEDICAL CENTER,1108 ROSS CLARK CIRCLE  DOTHAN  AL 36301,135100,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FS1137149.csv,AL,HOUSTON
1,69,1069,AL,BI8654370,INSTITUTIONAL PHARMACY SOLN,700 EAST COTTONWOOD RD  DOTHAN  AL 36301,3440,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BI8654370.csv,AL,HOUSTON
1,73,1073,AL,AR1935420,R D R CORPORATION,1152 EAST LAKE BLVD  TARRANT  AL 35217,1712420,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AR1935420.csv,AL,JEFFERSON
1,73,1073,AL,AB0476730,BURNS PHARMACY INC,541 JACKSON BOULEVARD  TARRANT  AL 35217,1118820,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AB0476730.csv,AL,JEFFERSON
1,73,1073,AL,FF2390110,FRED'S PHARMACY #3878,541 JACKSON BLVD   TARRANT  AL 35217,671730,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FF2390110.csv,AL,JEFFERSON
1,73,1073,AL,BW6079582,WALGREENS,2301 CENTER POINT PKWY  BIRMINGHAM  AL 35215,2319620,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW6079582.csv,AL,JEFFERSON
1,73,1073,AL,BW4392647,WINN-DIXIE PHARMACY #574,2402 OLD SPRINGVILLE ROAD  BIRMINGHAM  AL 35215,976100,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW4392647.csv,AL,JEFFERSON
1,73,1073,AL,BH3898357,RITE AID,"2264 BRREWSTER RD, BIRMINGHAM, AL 35235",114500,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BH3898357.csv,AL,JEFFERSON
1,73,1073,AL,BW6235116,WALGREENS,1551 FORESTDALE BLVD  FORESTDALE  AL 35214,2597800,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW6235116.csv,AL,JEFFERSON
1,73,1073,AL,BR5764306,RITE AID,1615 MONTGOMERY HIGHWAY  HOOVER  AL 35216,721820,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5764306.csv,AL,JEFFERSON
1,73,1073,AL,BD5662867,FREDS PHARMACY #1841,3317 LORNA ROAD  HOOVER  AL 35216,1150000,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BD5662867.csv,AL,JEFFERSON
1,73,1073,AL,AB2207012,BRUNO'S FOOD AND PHARMACY #9,1561 MONTGOMERY HWY  HOOVER  AL 35216,292560,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AB2207012.csv,AL,JEFFERSON
1,73,1073,AL,FL0555079,LAFARMACIA/PHARMACY,3133 LORNA RD SUITE 102  HOOVER  AL 35216,9730,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FL0555079.csv,AL,JEFFERSON
1,73,1073,AL,BR5154795,ALABAMA CVS PHARMACY,1881 CHACE DR   HOOVER  AL 35244,1029420,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5154795.csv,AL,JEFFERSON
1,73,1073,AL,BC8574697,COSTCO WHOLESALE CORPORATION,3650 GALLERIA CIRCLE  HOOVER  AL 35244,661960,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BC8574697.csv,AL,JEFFERSON
1,73,1073,AL,BS7311690,SAM'S PHARMACY 10-4724,3053 JOHNS HAWKINS PARKWAY  HOOVER  AL 35244,396100,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BS7311690.csv,AL,JEFFERSON
1,77,1077,AL,AM7823897,MILNER-RUSHING DRUG,869 FLORENCE BLVD  FLORENCE  AL 35630,1289400,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AM7823897.csv,AL,LAUDERDALE
1,81,1081,AL,FJ1782691,JERKINS INC BUBBA'S MEDICINE SHOP,512 2ND AVE  OPELIKA  AL 36801,1090850,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FJ1782691.csv,AL,LEE
1,81,1081,AL,AM6944361,BUBBA'S MEDICINE SHOP,YOUNG WILLIAM MAURY 512 2ND AVENUE  OPELIKA  AL 36801,1027100,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AM6944361.csv,AL,LEE
1,81,1081,AL,AT3472747,THOMAS PHARMACY INC,1713 PEPPERELL PKWY  OPELIKA  AL 36801,842810,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AT3472747.csv,AL,LEE
1,81,1081,AL,BK0801337,KROGER PHARACY #309,1515 A 2ND AVE  OPELIKA  AL 36801,76230,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BK0801337.csv,AL,LEE
1,81,1081,AL,BB8765109,BUBBAS PHARMACEUTICAL CARE IN,207 NORTH 6TH ST  OPELIKA  AL 36801,44230,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BB8765109.csv,AL,LEE
1,83,1083,AL,AJ0480690,JONES DRUG STORE,30508 ARDMORE AVENUE P O  BOX 429  ARDMORE  AL 35739,1829290,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AJ0480690.csv,AL,LIMESTONE
1,83,1083,AL,BP4646216,PAYLESS PHARMACY AT FREDS,29930 ARDMORE AVE  ARDMORE  AL 35739,1243640,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BP4646216.csv,AL,LIMESTONE
1,83,1083,AL,BF9339347,SOUTHERN FAMILY MARKET #157,625 ATHENS TOWN CENTER  ATHENS  AL 35611,394000,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BF9339347.csv,AL,LIMESTONE
1,85,1085,AL,BD8565028,PARKS PHARMACY,225 HAYNEVILLE PLAZA  HAYNEVILLE  AL 36040,514640,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BD8565028.csv,AL,LOWNDES
1,85,1085,AL,AF2586735,FOSTER DRUG CO INC,12 LAFAYETTE ST  HAYNEVILLE  AL 36040,187310,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AF2586735.csv,AL,LOWNDES
1,89,1089,AL,BP5058501,PUBLIX ALABAMA,4851 WHITESBURG DRIVE SE SUITE B  HUNTSVILLE  AL 35802,689020,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BP5058501.csv,AL,MADISON
1,89,1089,AL,FS1360798,SPORTSMED PHARMACY,4715 WHITESBURG DR   HUNTSVILLE  AL 35802,416190,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FS1360798.csv,AL,MADISON
1,89,1089,AL,BS6576788,SUR-SAV PHARMACY,6046 HIGHWAY 53  HARVEST  AL 35749,2363810,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BS6576788.csv,AL,MADISON
1,89,1089,AL,FP0972364,PUBLIX ALABAMA,5850 HIGHWAY 53  HARVEST  AL 35749,351300,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FP0972364.csv,AL,MADISON
1,95,1095,AL,BR5155951,ALABAMA CVS PHARMACY,1445 GUNTER AVENUE  GUNTERSVILLE  AL 35976,2345520,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5155951.csv,AL,MARSHALL
1,95,1095,AL,BW5383295,WAL-MART PHARMACY 10-0681,11697 U S  HWY 431  GUNTERSVILLE  AL 35976,1744440,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW5383295.csv,AL,MARSHALL
1,95,1095,AL,AG5497981,GRIFFITH DISCOUNT DRUGS INC,2011 GUNTER AVE  GUNTERSVILLE  AL 35976,214350,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AG5497981.csv,AL,MARSHALL
1,97,1097,AL,BK0702301,RITE AID,2011 SPRINGHILL AVENUE  MOBILE  AL 36607,837530,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BK0702301.csv,AL,MOBILE
1,97,1097,AL,FI2967480,IHRX4U,1 MOBILE INFIRMARY CIRCLE PO BOX 2226  MOBILE  AL 36607,37810,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FI2967480.csv,AL,MOBILE
1,97,1097,AL,BC9508221,ALABAMA CVS PHARMACY,3932 COTTAGE HILL RD   MOBILE  AL 36609,1860820,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BC9508221.csv,AL,MOBILE
1,97,1097,AL,FW0568076,WALGREENS,6395 AIRPORT BLVD  MOBILE  AL 36608,963330,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FW0568076.csv,AL,MOBILE
1,97,1097,AL,BW5459587,WINN-DIXIE PHARMACY,6300 GRELOT ROAD  MOBILE  AL 36609,624750,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW5459587.csv,AL,MOBILE
1,97,1097,AL,BB4776386,BRUNO'S PHARMACY #310,BRUNO S  INC 306 SOUTH UNIVERSITY BLVD  MOBILE  AL 36609,271990,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BB4776386.csv,AL,MOBILE
1,97,1097,AL,FB1376715,BRUNO'S FOOD & PHARMACY #310,306 SOUTH UNIVERSITY BLVD  MOBILE  AL 36609,242460,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FB1376715.csv,AL,MOBILE
1,101,1101,AL,BH2254756,RITE AID,2300 EAST SOUTH BOULEVARD  MONTGOMERY  AL 36116,339010,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BH2254756.csv,AL,MONTGOMERY
1,111,1111,AL,AH7428154,H & M DRUG INC,17216 HIGHWAY 431 BOX 289  WEDOWEE  AL 36278,1910860,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AH7428154.csv,AL,RANDOLPH
1,111,1111,AL,FL3079628,LAKESIDE PHARMACY OF ALABAMA,17054 HWY 431 P O  BOX  10  WEDOWEE  AL 36278,56300,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FL3079628.csv,AL,RANDOLPH
1,115,1115,AL,AT1063938,NATIONAL MEDICINE CENTER,608 MARTIN STREET  SOUTH  PELL CITY  AL 35128,685430,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AT1063938.csv,AL,SAINT CLAIR
1,115,1115,AL,FP2771485,PUBLIX ALABAMA,2040 MARTIN STREET SOUTH  PELL CITY  AL 35128,93000,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FP2771485.csv,AL,SAINT CLAIR
1,115,1115,AL,FJ2177435,J'S PHARMACY,760 MARTIN ST SOUTH  A  PELL CITY  AL 35128,529970,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FJ2177435.csv,AL,SAINT CLAIR
1,117,1117,AL,FB2230554,BROOKLERE PHARMACY,205 BUCK CREEK PLAZA  ALABASTER  AL 35007,208820,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FB2230554.csv,AL,SHELBY
1,121,1121,AL,BM8263080,MARBLE CITY PHARMACY,264 WEST FT  WILLAMS STREET  SYLACAUGA  AL 35150,3894600,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BM8263080.csv,AL,TALLADEGA
1,121,1121,AL,BR5155456,ALABAMA CVS PHARMACY,2 N  BROADWAY AVE   SYLACAUGA  AL 35150,2182760,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5155456.csv,AL,TALLADEGA
1,121,1121,AL,FF1408079,FORT WILLIAMS PHARMACY,401 WEST FORT WILLIAMS STREET  SYLACAUGA  AL 35150,1683730,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FF1408079.csv,AL,TALLADEGA
1,121,1121,AL,FW0131730,WALGREENS,100 W FT WILLIAMS ST  SYLACAUGA  AL 35150,1370300,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FW0131730.csv,AL,TALLADEGA
1,121,1121,AL,AM0484078,DIXIE DRUG CO,800 N BROADWAY P O  BOX 72  SYLACAUGA  AL 35150,1207880,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AM0484078.csv,AL,TALLADEGA
1,121,1121,AL,AP6463082,PALACE DRUG CO,216 N BROADWAY  SYLACAUGA  AL 35150,1158050,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AP6463082.csv,AL,TALLADEGA
1,121,1121,AL,AH5643855,RITE AID,1 NORTH BROADWAY AVENUE  SYLACAUGA  AL 35150,762090,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AH5643855.csv,AL,TALLADEGA
1,125,1125,AL,BS7685247,SENIOR CARE PHARMACY,4373 NORTHCREEK BLVD  NORTHPORT  AL 35473,10290310,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BS7685247.csv,AL,TUSCALOOSA
1,125,1125,AL,BR5156888,ALABAMA CVS PHARMACY,1910 MCFARLAND BOULEVARD  NORTHPORT  AL 35476,2745040,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5156888.csv,AL,TUSCALOOSA
1,125,1125,AL,FA0242812,ALABAMA CVS PHARMACY,4280 MITT LARY RD   NORTHPORT  AL 35475,1326610,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FA0242812.csv,AL,TUSCALOOSA
1,125,1125,AL,AH0478873,RITE AID,2300 MCFARLAND BLVD  NORTHPORT  AL 35476,950590,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AH0478873.csv,AL,TUSCALOOSA
1,125,1125,AL,BP8686632,PUBLIX ALABAMA,2300 MCFARLAND BLVD  NORTHPORT  AL 35476,778400,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BP8686632.csv,AL,TUSCALOOSA
1,125,1125,AL,AH5444827,RITE AID,2360 MCFARLAND BLVD EAST  TUSCALOOSA  AL 35404,708840,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AH5444827.csv,AL,TUSCALOOSA
1,125,1125,AL,AH0468048,H&W DRUGS EAST INC,315 EAST 15 STREET  TUSCALOOSA  AL 35401,431660,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AH0468048.csv,AL,TUSCALOOSA
1,125,1125,AL,AM2516841,THE PHARMACY AT MIDTOWN,1800 MCFARLAND BLVD EAST SUITE 334  TUSCALOOSA  AL 35404,231320,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AM2516841.csv,AL,TUSCALOOSA
1,125,1125,AL,BH0750530,RITE AID,600 SKYLAND BLVD E  TUSCALOOSA  AL 35405,1202160,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BH0750530.csv,AL,TUSCALOOSA
1,15,1015,AL,BW9589194,WALGREENS,800 QUINTARD AVE  ANNISTON  AL 36201,2677150,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW9589194.csv,AL,CALHOUN
1,15,1015,AL,BW3833375,WINN-DIXIE,800 NOBLE ST  ANNISTON  AL 36201,1964000,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW3833375.csv,AL,CALHOUN
1,15,1015,AL,BH2094388,RITE AID,1430 QUINTARD AVENUE  ANNISTON  AL 36201,1564230,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BH2094388.csv,AL,CALHOUN
1,15,1015,AL,BA9214521,ANNISTON QUALITY HEALTHCARE,1316 NOBLE STREET SUITE 1 C  ANNISTON  AL 36201,369830,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BA9214521.csv,AL,CALHOUN
1,47,1047,AL,BW5383346,WAL-MART PHARMACY 10-0700,1501 HWY 14 EAST  SELMA  AL 36703,746730,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW5383346.csv,AL,DALLAS
1,47,1047,AL,BV9681190,VALLEY GRANDE PHARMACY,7171 ALABAMA HIGHWAY 22 NORTH  VALLEY GRANDE  AL 36701,482320,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BV9681190.csv,AL,DALLAS
1,71,1071,AL,BS9082087,SCOTTSBORO FAMILY PHARMACY,201 VETERANS DR SUITE 101  SCOTTSBORO  AL 35768,5951590,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BS9082087.csv,AL,JACKSON
1,71,1071,AL,AC1200372,BIG 'C' DISCOUNT DRUGS,106 PARKS AVENUE  SCOTTSBORO  AL 35768,3709260,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AC1200372.csv,AL,JACKSON
1,71,1071,AL,BS8992124,ALABAMA CVS PHARMACY,801 S  BROAD ST   SCOTTSBORO  AL 35768,1981100,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BS8992124.csv,AL,JACKSON
1,73,1073,AL,AH0483230,HARBIN PHARMACY,521 RICHARD ARRINGTON BLVD S 521 SOUTH 21ST STREET  BIRMINGHAM  AL 35233,2215370,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AH0483230.csv,AL,JEFFERSON
1,73,1073,AL,BT5819389,THE KIRKLIN CLINIC PHARMACY,UNIVERSITY OF ALABAMA HOSPITAL 2000 6TH AVENUE SOUTH  BIRMINGHAM  AL 35233,2388220,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BT5819389.csv,AL,JEFFERSON
1,73,1073,AL,BT5819377,THE COMMUNITY HEALTH & FAMILY,UNIVERSITY OF ALABAMA HOSPITAL 930 SOUTH 20TH STREET  BIRMINGHAM  AL 35205,534980,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BT5819377.csv,AL,JEFFERSON
1,73,1073,AL,BB1415024,BIRMINGHAM APOTHECARY,1032 20TH ST SOUTH  BIRMINGHAM  AL 35205,421590,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BB1415024.csv,AL,JEFFERSON
1,73,1073,AL,BS6949119,"PROCARE PHARMACY, DBA: CVS/PHARMACY",1521 4TH AVE   SOUTH  BIRMINGHAM  AL 35233,34500,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BS6949119.csv,AL,JEFFERSON
1,73,1073,AL,BT7438460,THE KIRKLIN CLINIC,ATTN   HSF PHARMACY DEPT  BIRMINGHAM  AL 35233,1200,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BT7438460.csv,AL,JEFFERSON
1,73,1073,AL,BU4329771,UAB SPECIALTY PHARMACY,601 19TH STREET SOUTH 4TH FLOOR OF QUARTERBACK TOWER  BIRMINGHAM  AL 35249,85030,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BU4329771.csv,AL,JEFFERSON
1,81,1081,AL,BT7161526,THE DRUG STORE,464 N DEAN ROAD  AUBURN  AL 36830,2368380,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BT7161526.csv,AL,LEE
1,81,1081,AL,BC5877470,ALABAMA CVS PHARMACY,770 EAST GLENN AVENUE  AUBURN  AL 36830,1289200,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BC5877470.csv,AL,LEE
1,81,1081,AL,BW9226033,WALGREENS,765 E GLENN AVE  AUBURN  AL 36830,693200,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW9226033.csv,AL,LEE
1,81,1081,AL,BW3452480,WINN-DIXIE #470,1625 E  UNIVERSITY DR SUITE 100  AUBURN  AL 36830,350040,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW3452480.csv,AL,LEE
1,81,1081,AL,BK0862880,KROGER PHARMACY #260,300 DEANS RD STE F  AUBURN  AL 36830,321960,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BK0862880.csv,AL,LEE
1,81,1081,AL,BB8013966,BRUNO'S PHARMACY #255,1530 EAST GLENN AVE  AUBURN  AL 36832,47800,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BB8013966.csv,AL,LEE
1,91,1091,AL,BL8657338,LITTLE DRUG COMPANY,310 SOUTH MAIN STREET PO BOX 480999  LINDEN  AL 36748,1203700,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BL8657338.csv,AL,MARENGO
1,97,1097,AL,BC7007544,ALABAMA CVS PHARMACY,900 GOVERNMENT ST   MOBILE  AL 36604,1493970,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BC7007544.csv,AL,MOBILE
1,101,1101,AL,BW9827063,WAL-MART PHARMACY 10-5348,851 ANN STREET  MONTGOMERY  AL 36107,1157530,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW9827063.csv,AL,MONTGOMERY
1,103,1103,AL,AA5660685,AUSTIN DRUG CO INC,THE PILL BOX PHR 2422 J DANVILLE ROAD SW  DECATUR  AL 35603,4303720,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-AA5660685.csv,AL,MORGAN
1,103,1103,AL,BP8674726,PUBLIX ALABAMA,1605 BELTLINE RD SW  DECATUR  AL 35601,543940,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BP8674726.csv,AL,MORGAN
1,117,1117,AL,BR5764370,RITE AID,KEYSTONE PLAZA SHOPPING CENTER 3588 MONTGOMERY HIGHWAY  PELHAM  AL 35124,362820,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5764370.csv,AL,SHELBY
1,117,1117,AL,BP7811614,PUBLIX ALABAMA,SOUTHGATE VILLAGE 1944 MONTGOMERY HIGHWAY S  BIRMINGHAM  AL 35244,309430,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BP7811614.csv,AL,JEFFERSON
1,117,1117,AL,FE0623187,EAGLE PHARMACY,2200 RIVERCHASE CENTER SUITE 675  HOOVER  AL 35244,5300,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FE0623187.csv,AL,JEFFERSON
1,97,1097,AL,BW7581778,WALGREENS,370 SCHILLINGER ROAD SOUTH  MOBILE  AL 36695,2125320,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW7581778.csv,AL,MOBILE
1,97,1097,AL,BW7104223,WALGREENS,2490 SCHILLINGER RD S  MOBILE  AL 36695,1515700,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW7104223.csv,AL,MOBILE
1,97,1097,AL,BR5751385,RITE AID,2420 DAWES ROAD  MOBILE  AL 36695,1038680,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5751385.csv,AL,MOBILE
1,97,1097,AL,BT7636600,TARGET STORES A DIV.OF TARGET CORP.,790 SCHILLINGER ROAD SOUTH  MOBILE  AL 36695,854870,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BT7636600.csv,AL,MOBILE
1,97,1097,AL,BC8597671,ALABAMA CVS PHARMACY,664 SCHILLINGER RD S  MOBILE  AL 36695,946240,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BC8597671.csv,AL,MOBILE
1,1,1001,AL,FA2911940,AUTAUGA PHARMACY,209 S WASHINGTON ST   AUTAUGAVILLE  AL 36003,173120,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-FA2911940.csv,AL,AUTAUGA
1,15,1015,AL,BR5227423,ALABAMA CVS PHARMACY,1404 GOLDEN SPRINGS RD   ANNISTON  AL 36207,1235930,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BR5227423.csv,AL,CALHOUN
1,15,1015,AL,BW5167300,WINN-DIXIE PHARMACY,1408 GOLDEN SPRINGS ROAD  ANNISTON  AL 36207,823230,https://www.washingtonpost.com/wp-stat/dea-pain-pill-database/bulk/pharmacy/AL-BW5167300.csv,AL,CALHOUN
